,年度,所属,所属名,会計,会計名,款,款名,項,項名,目,目名,事業,事業名,節,節名,細節,細節名,予算額,COFOG_Level1,COFOG_Level2
1100,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,4,会計年度任用職員人件費（パートタイム）,4,共済費,2,社会保険料,5895000,10,10.4
1101,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,1361000,10,10.4
1102,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,ファミリーサポートセンター事業,12,委託料,21,ファミリーサポートセンター事業運営委託料,11700000,10,10.4
1103,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,12,病児・病後児保育事業,12,委託料,21,病児・病後児保育委託料,11250000,10,10.1
1104,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子ども医療費助成事業,10,需用費,4,印刷製本費,238000,10,10.4
1105,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子ども医療費助成事業,11,役務費,1,通信運搬費,1086000,10,10.4
1106,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子ども医療費助成事業,11,役務費,4,手数料,13233000,10,10.4
1107,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子ども医療費助成事業,12,委託料,24,受給券封入業務委託料,256000,10,10.4
1108,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子ども医療費助成事業,12,委託料,26,子ども福祉システム保守管理委託料,425000,10,10.4
1109,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子ども医療費助成事業,12,委託料,29,子ども福祉システム設定業務委託料,50000,10,10.4
1110,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子ども医療費助成事業,13,使用料及び賃借料,22,子ども福祉システム使用料,1845000,10,10.4
1111,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子ども医療費助成事業,19,扶助費,21,子ども医療費助成費,291264000,10,10.4
1112,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,13,子ども医療費助成事業,19,扶助費,22,高校生等医療費助成費,34500000,10,10.4
1113,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,14,休日保育事業,12,委託料,21,休日保育事業委託料,2400000,10,10.4
1114,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,18,子ども総合計画推進事業,11,役務費,5,筆耕翻訳料,93000,10,10.4
1115,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,18,子ども総合計画推進事業,12,委託料,22,子ども・子育て会議委員託児委託料,15000,10,10.4
1116,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,19,未熟児養育医療給付事業,11,役務費,4,手数料,3000,10,10.4
1117,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,19,未熟児養育医療給付事業,19,扶助費,21,未熟児養育医療給付費,3600000,10,10.4
1118,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,7,報償費,1,講師報償費,204000,10,10.4
1119,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,7,報償費,21,出演者報償費,110000,10,10.4
1120,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,8,旅費,1,普通旅費,5000,10,10.4
1121,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,8,旅費,2,研修旅費,32000,10,10.4
1122,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,10,需用費,1,消耗品費,340000,10,10.4
1123,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,10,需用費,2,燃料費,44000,10,10.4
1124,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,10,需用費,3,食糧費,17000,10,10.4
1125,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,10,需用費,5,光熱水費,284000,10,10.4
1126,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,10,需用費,6,修繕料,89000,10,10.4
1127,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,10,需用費,7,施設修繕料,175000,10,10.4
1128,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,11,役務費,1,通信運搬費,45000,10,10.4
1129,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,11,役務費,4,手数料,39000,10,10.4
1130,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,11,役務費,8,その他保険料,2000,10,10.4
1131,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,12,委託料,2,清掃委託料,69000,10,10.4
1132,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,13,使用料及び賃借料,3,有料道路・駐車場使用料,28000,10,10.4
1133,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,13,使用料及び賃借料,21,すくすく広場賃借料,1353000,10,10.4
1134,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,13,使用料及び賃借料,22,子育て支援センター賃借料,9263000,10,10.4
1135,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,13,使用料及び賃借料,23,駐車場賃借料,89000,10,10.4
1136,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,14,工事請負費,22,すくすく広場原状復旧工事費,4642000,10,10.4
1137,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,17,備品購入費,21,子どもの遊び場・親子の交流の場備品購入費,183000,10,10.4
1138,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,18,負担金補助及び交付金,22,地域子育て支援拠点事業補助金,22160000,10,10.4
1139,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,18,負担金補助及び交付金,90,研修負担金,37000,10,10.4
1140,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,52,子育て支援拠点事業,21,補償補填及び賠償金,21,すくすく広場原状回復補償金,43000,10,10.4
1141,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,55,子ども・子育て支援事業,10,需用費,1,消耗品費,18000,10,10.4
1142,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,55,子ども・子育て支援事業,10,需用費,4,印刷製本費,189000,10,10.4
1143,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,55,子ども・子育て支援事業,11,役務費,1,通信運搬費,19000,10,10.4
1144,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,55,子ども・子育て支援事業,17,備品購入費,21,利用者支援用備品購入費,77000,10,10.4
1145,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,55,子ども・子育て支援事業,18,負担金補助及び交付金,21,一時預かり事業補助金,24975000,10,10.4
1146,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,55,子ども・子育て支援事業,18,負担金補助及び交付金,90,研修負担金,5000,10,10.4
1147,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,55,子ども・子育て支援事業,19,扶助費,22,教育・保育給付認定保護者に係る実費徴収補足給付費,330000,10,10.4
1148,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,55,子ども・子育て支援事業,19,扶助費,23,施設等利用給付認定保護者に係る副食費実費徴収補足給付費,3456000,10,10.4
1149,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,56,少子化対策事業,10,需用費,1,消耗品費,5000,10,10.4
1150,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,56,少子化対策事業,18,負担金補助及び交付金,21,婚活支援事業補助金,1897000,10,10.4
1151,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,57,我孫子市新生児臨時給付金給付事業,11,役務費,1,通信運搬費,1000,10,10.4
1152,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,57,我孫子市新生児臨時給付金給付事業,11,役務費,4,手数料,1000,10,10.4
1153,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,57,我孫子市新生児臨時給付金給付事業,18,負担金補助及び交付金,21,我孫子市新生児臨時給付金,500000,10,10.4
1154,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,7,報償費,1,講師報償費,100000,10,10.4
1155,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,7,報償費,23,子育てサポーター活動報償費,176000,10,10.4
1156,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,8,旅費,1,普通旅費,7000,10,10.4
1157,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,8,旅費,1,普通旅費,7000,10,10.4
1158,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,9,交際費,9,部交際費,5000,10,10.4
1159,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,10,需用費,1,消耗品費,208000,10,10.4
1160,R3,120020000,保育課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,10,需用費,1,消耗品費,9000,10,10.4
1161,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,10,需用費,2,燃料費,136000,10,10.4
1162,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,10,需用費,6,修繕料,549000,10,10.4
1163,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,11,役務費,4,手数料,55000,10,10.4
1164,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,11,役務費,7,自動車損害保険料,16000,10,10.4
1165,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,13,使用料及び賃借料,1,事務機器使用料,9000,10,10.4
1166,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,98,一般事務費,26,公課費,1,自動車重量税,5000,10,10.4
1167,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,2,児童措置費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,2933000,10,10.4
1168,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,2,児童措置費,4,会計年度任用職員人件費（パートタイム）,3,職員手当等,1,職員手当等,218000,10,10.4
1169,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,2,児童措置費,4,会計年度任用職員人件費（パートタイム）,4,共済費,2,社会保険料,400000,10,10.4
1170,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,2,児童措置費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,80000,10,10.4
1171,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,2,児童措置費,12,児童手当支給事業,10,需用費,1,消耗品費,23000,10,10.4
1172,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,2,児童措置費,12,児童手当支給事業,10,需用費,4,印刷製本費,155000,10,10.4
1173,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,2,児童措置費,12,児童手当支給事業,11,役務費,1,通信運搬費,2032000,10,10.4
1174,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,2,児童措置費,12,児童手当支給事業,12,委託料,21,通知書等作成封入封緘委託料,396000,10,10.4
1175,R3,120010000,子ども支援課,1,一般会計,3,民生費,2,児童福祉費,2,児童措置費,12,児童手当支給事業,12,委託料,27,子ども福祉システム保守管理委託料,410000,10,10.4
