,年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,,節,節名称,予算額,COFOG_Level1,COFOG_Level2
580,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,279,介護保険特別会計繰出,,27,繰出金,1848017,10,10.9
581,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,286,高齢者おむつ支給等事業,,19,扶助費,36855,10,10.2
582,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,290,高齢者出張理髪事業,,12,委託料,396,10,10.9
583,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,292,介護予防推進事業,,12,委託料,5500,10,10.9
584,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,294,介護サービス基盤整備事業,,7,報償費,22,10,10.9
585,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,294,介護サービス基盤整備事業,,18,負担金・補助及び交付金,11066,10,10.9
586,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,295,包括的支援一般福祉事業,,10,需用費,285,10,10.9
587,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,296,後期高齢者医療特別会計繰出,,27,繰出金,1881621,10,10.2
588,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,304,高齢者日常生活用具等給付事業,,19,扶助費,1400,10,10.2
589,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,712,もの忘れ相談事業,,7,報償費,586,10,10.9
590,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,712,もの忘れ相談事業,,10,需用費,426,10,10.9
591,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,712,もの忘れ相談事業,,11,役務費,143,10,10.9
592,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,712,もの忘れ相談事業,,12,委託料,1622,10,10.9
593,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,871,福祉サービス第三者評価事業,,18,負担金・補助及び交付金,3250,10,10.9
594,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,876,高齢支援事務経費,,10,需用費,596,10,10.2
595,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,876,高齢支援事務経費,,11,役務費,39,10,10.2
596,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,876,高齢支援事務経費,,12,委託料,27,10,10.2
597,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,876,高齢支援事務経費,,13,使用料及び賃借料,361,10,10.2
598,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,876,高齢支援事務経費,,14,工事請負費,4371,10,10.2
599,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,876,高齢支援事務経費,,17,備品購入費,0,10,10.2
600,R3,一般会計,3,民生費,1,社会福祉費,3,老人福祉費,922,高齢者見守り相談窓口事業,,12,委託料,17253,10,10.2
601,R3,一般会計,3,民生費,1,社会福祉費,4,社会福祉施設費,10,職員人件費等,,2,給料,21658,10,10.9
602,R3,一般会計,3,民生費,1,社会福祉費,4,社会福祉施設費,10,職員人件費等,,3,職員手当等,13054,10,10.9
603,R3,一般会計,3,民生費,1,社会福祉費,4,社会福祉施設費,10,職員人件費等,,4,共済費,6585,10,10.9
604,R3,一般会計,3,民生費,1,社会福祉費,4,社会福祉施設費,10,職員人件費等,,8,旅費,6,10,10.9
605,R3,一般会計,3,民生費,1,社会福祉費,4,社会福祉施設費,305,総合福祉センター管理運営費,,7,報償費,187,10,10.9
606,R3,一般会計,3,民生費,1,社会福祉費,4,社会福祉施設費,305,総合福祉センター管理運営費,,11,役務費,150,10,10.9
607,R3,一般会計,3,民生費,1,社会福祉費,4,社会福祉施設費,305,総合福祉センター管理運営費,,12,委託料,146379,10,10.9
608,R3,一般会計,3,民生費,1,社会福祉費,4,社会福祉施設費,305,総合福祉センター管理運営費,,14,工事請負費,4782,10,10.9
609,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,職員人件費等,,2,給料,181243,10,10.9
610,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,職員人件費等,,3,職員手当等,170630,10,10.9
611,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,職員人件費等,,4,共済費,69534,10,10.9
612,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,11,職員人件費等,,8,旅費,173,10,10.9
613,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,307,子育て支援課事務管理経費,,1,報酬,0,10,10.4
614,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,307,子育て支援課事務管理経費,,10,需用費,373,10,10.4
615,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,307,子育て支援課事務管理経費,,11,役務費,1758,10,10.4
616,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,307,子育て支援課事務管理経費,,12,委託料,7400,10,10.4
617,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,307,子育て支援課事務管理経費,,13,使用料及び賃借料,212,10,10.4
618,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,307,子育て支援課事務管理経費,,22,償還金・利子及び割引料,50,10,10.4
619,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,311,子ども・子育て支援推進事業,,1,報酬,568,10,10.4
620,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,311,子ども・子育て支援推進事業,,10,需用費,32,10,10.4
621,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,311,子ども・子育て支援推進事業,,12,委託料,48,10,10.4
622,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,882,たまっこ子育て応援事業,,7,報償費,117,10,10.4
623,R3,一般会計,3,民生費,2,児童福祉費,1,児童福祉総務費,882,たまっこ子育て応援事業,,10,需用費,96,10,10.4
624,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,313,特別児童扶養手当支給事業,,10,需用費,10,10,10.4
625,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,313,特別児童扶養手当支給事業,,11,役務費,53,10,10.4
626,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,314,児童育成手当支給事業,,10,需用費,11,10,10.4
627,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,314,児童育成手当支給事業,,19,扶助費,286285,10,10.4
628,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,315,児童扶養手当支給事業,,10,需用費,63,10,10.4
629,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,315,児童扶養手当支給事業,,12,委託料,11,10,10.4
630,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,315,児童扶養手当支給事業,,19,扶助費,409900,10,10.4
631,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,316,子ども医療費助成事業,,10,需用費,871,10,10.4
632,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,316,子ども医療費助成事業,,11,役務費,1996,10,10.4
633,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,316,子ども医療費助成事業,,12,委託料,15662,10,10.4
634,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,316,子ども医療費助成事業,,19,扶助費,480707,10,10.4
635,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,317,子どものための保育給付費,,18,負担金・補助及び交付金,3343715,10,10.4
636,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,320,民間保育所補助事業,,18,負担金・補助及び交付金,1448133,10,10.9
637,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,321,児童福祉法施行事務費,,10,需用費,14,10,10.4
638,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,321,児童福祉法施行事務費,,11,役務費,172,10,10.4
639,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,322,助産施設入所費,,11,役務費,1,7,7.3
640,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,322,助産施設入所費,,19,扶助費,2546,7,7.3
641,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,323,子育てサポート事業,,10,需用費,0,10,10.4
642,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,323,子育てサポート事業,,18,負担金・補助及び交付金,65988,10,10.4
643,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,324,認証保育所運営費補助事業,,18,負担金・補助及び交付金,699902,10,10.9
644,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,325,病児・病後児保育事業,,12,委託料,26706,10,10.4
645,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,325,病児・病後児保育事業,,18,負担金・補助及び交付金,240,10,10.4
646,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,329,ファミリー・サポート・センター運営事業,,12,委託料,14467,10,10.4
647,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,330,産前産後子育て支援事業,,10,需用費,72,7,7.3
648,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,330,産前産後子育て支援事業,,11,役務費,121,7,7.3
649,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,330,産前産後子育て支援事業,,12,委託料,4532,7,7.3
650,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,330,産前産後子育て支援事業,,13,使用料及び賃借料,463,7,7.3
651,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,331,子どもショートステイ事業,,7,報償費,10,10,10.4
652,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,331,子どもショートステイ事業,,10,需用費,5,10,10.4
653,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,331,子どもショートステイ事業,,11,役務費,84,10,10.4
654,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,331,子どもショートステイ事業,,12,委託料,2152,10,10.4
655,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,336,児童手当支給事業,,10,需用費,418,10,10.4
656,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,336,児童手当支給事業,,12,委託料,147,10,10.4
657,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,336,児童手当支給事業,,19,扶助費,2019295,10,10.4
658,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,622,特定教育・保育の実費徴収に係る補足給付事業,,18,負担金・補助及び交付金,4072,10,10.4
659,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,623,保育サービス推進等事業,,18,負担金・補助及び交付金,33617,10,10.4
660,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,704,保育士等キャリアアップ補助事業,,18,負担金・補助及び交付金,133816,4,4.1
661,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,889,認可外保育施設第三者評価受審費補助事業,,18,負担金・補助及び交付金,600,10,10.9
662,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,952,保育従事職員宿舎借り上げ支援事業,,18,負担金・補助及び交付金,15498,10,10.9
663,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,988,企業主導型保育利用支援事業,,18,負担金・補助及び交付金,18598,10,10.9
664,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,989,子育て支援施設等利用保育給付費,,18,負担金・補助及び交付金,132097,10,10.9
665,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,997,保育所等給食費負担軽減事業,,18,負担金・補助及び交付金,11609,10,10.9
666,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,999,多摩市保育人材と質の確保事業,,7,報償費,0,4,4.1
667,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,999,多摩市保育人材と質の確保事業,,12,委託料,4881,4,4.1
668,R3,一般会計,3,民生費,2,児童福祉費,2,児童措置費,999,多摩市保育人材と質の確保事業,,18,負担金・補助及び交付金,350,4,4.1
669,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,337,ひとり親家庭等医療費助成事業,,10,需用費,207,10,10.4
670,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,337,ひとり親家庭等医療費助成事業,,11,役務費,233,10,10.4
671,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,337,ひとり親家庭等医療費助成事業,,12,委託料,1454,10,10.4
672,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,337,ひとり親家庭等医療費助成事業,,19,扶助費,51493,10,10.4
673,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,339,ひとり親家庭ホームヘルプサービス事業,,10,需用費,5,10,10.4
674,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,339,ひとり親家庭ホームヘルプサービス事業,,11,役務費,54,10,10.4
675,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,339,ひとり親家庭ホームヘルプサービス事業,,12,委託料,4443,10,10.4
676,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,341,ひとり親家庭自立支援給付金事業,,19,扶助費,10250,10,10.4
677,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,343,ひとり親家庭相談事業,,8,旅費,77,10,10.4
678,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,343,ひとり親家庭相談事業,,10,需用費,30,10,10.4
679,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,343,ひとり親家庭相談事業,,11,役務費,68,10,10.4
680,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,343,ひとり親家庭相談事業,,13,使用料及び賃借料,50,10,10.4
681,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,343,ひとり親家庭相談事業,,19,扶助費,24565,10,10.4
682,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,624,ひとり親家庭等学習支援事業,,7,報償費,0,10,10.4
683,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,624,ひとり親家庭等学習支援事業,,10,需用費,0,10,10.4
684,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,624,ひとり親家庭等学習支援事業,,11,役務費,0,10,10.4
685,R3,一般会計,3,民生費,2,児童福祉費,3,母子福祉費,624,ひとり親家庭等学習支援事業,,12,委託料,0,10,10.4
686,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,12,職員人件費等,,2,給料,227019,10,10.4
687,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,12,職員人件費等,,3,職員手当等,151676,10,10.4
688,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,12,職員人件費等,,4,共済費,74683,10,10.4
689,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,12,職員人件費等,,8,旅費,85,10,10.4
690,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,345,児童館・学童クラブ管理経費,,1,報酬,48430,10,10.4
691,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,345,児童館・学童クラブ管理経費,,8,旅費,1428,10,10.4
692,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,345,児童館・学童クラブ管理経費,,10,需用費,24575,10,10.4
693,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,345,児童館・学童クラブ管理経費,,11,役務費,6948,10,10.4
694,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,345,児童館・学童クラブ管理経費,,12,委託料,21876,10,10.4
695,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,345,児童館・学童クラブ管理経費,,13,使用料及び賃借料,7343,10,10.4
696,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,345,児童館・学童クラブ管理経費,,14,工事請負費,13355,10,10.4
697,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,345,児童館・学童クラブ管理経費,,17,備品購入費,0,10,10.4
698,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,345,児童館・学童クラブ管理経費,,18,負担金・補助及び交付金,72,10,10.4
699,R3,一般会計,3,民生費,2,児童福祉費,4,児童福祉施設費,345,児童館・学童クラブ管理経費,,22,償還金・利子及び割引料,80,10,10.4
